Disease,median_pubmed_filtered,mean_pubmed_filtered,n_genes_with_pubmed_filtered,coverage_filtered,median_pubmed_full,mean_pubmed_full,n_genes_with_pubmed_full,coverage_full,delta_median_full_minus_filtered,delta_mean_full_minus_filtered
Hypolipoproteinemia,,,,,810.0,635.25,7,1.0,,
Hypomyelinating leukodystrophy,,,,,113.5,115.25,4,1.0,,
Hypopituitarism,,,,,109.0,190.53333333333333,30,1.0,,
Hypothyroidism,,,,,182.5,170.28125,20,1.0,,
ICD10:A,,,,,824.0,1098.5714285714287,10,1.0,,
ICD10:A8,,,,,824.0,1098.5714285714287,10,1.0,,
ICD10:A81,,,,,824.0,1098.5714285714287,10,1.0,,
ICD10:C,,,,,263.0,767.9417177914111,483,0.9979338842975206,,
ICD10:C1,,,,,1267.0,1267.0,2,1.0,,
ICD10:C16,,,,,1267.0,1267.0,2,1.0,,
ICD10:C2,,,,,606.0,1406.0882352941176,34,1.0,,
ICD10:C22,,,,,606.0,1406.0882352941176,34,1.0,,
ICD10:C221,,,,,606.0,1406.0882352941176,34,1.0,,
ICD10:C24,,,,,606.0,1406.0882352941176,34,1.0,,
ICD10:C4,,,,,315.0,574.3846153846154,13,1.0,,
ICD10:C44,,,,,289.5,353.1666666666667,6,1.0,,
ICD10:C47,,,,,315.0,764.0,7,1.0,,
ICD10:C470,,,,,315.0,764.0,7,1.0,,
ICD10:C5,,,,,599.0,1532.4,33,1.0,,
ICD10:C50,,,,,644.0,1373.3461538461538,26,1.0,,
ICD10:C56,,,,,599.0,1750.0526315789473,19,1.0,,
ICD10:C57,,,,,599.0,1750.0526315789473,19,1.0,,
ICD10:C6,,,,,431.5,1115.8461538461538,72,1.0,,
ICD10:C61,,,,,270.0,786.9444444444445,36,1.0,,
ICD10:C63,,,,,270.0,786.9444444444445,36,1.0,,
ICD10:C64,,,,,288.5,1514.3333333333333,12,1.0,,
ICD10:C67,,,,,716.0,1428.5555555555557,27,1.0,,
ICD10:C68,,,,,615.0,1454.948717948718,38,1.0,,
ICD10:C69,,,,,511.0,654.3333333333334,3,1.0,,
ICD10:C692,,,,,511.0,654.3333333333334,3,1.0,,
ICD10:C7,,,,,303.0,810.5,10,1.0,,
ICD10:C71,,,,,641.5,641.5,2,1.0,,
ICD10:C72,,,,,641.5,641.5,2,1.0,,
ICD10:C729,,,,,641.5,641.5,2,1.0,,
ICD10:C73,,,,,169.5,1036.0,6,1.0,,
ICD10:C75,,,,,244.0,852.75,8,1.0,,
ICD10:C750,,,,,262.0,262.0,1,1.0,,
ICD10:C759,,,,,226.0,925.4285714285714,7,1.0,,
ICD10:C8,,,,,263.0,766.7978395061729,482,0.9979296066252588,,
ICD10:C80,,,,,263.0,766.7978395061729,482,0.9979296066252588,,
ICD10:C84,,,,,316.0,398.2,5,1.0,,
ICD10:C840,,,,,316.0,398.2,5,1.0,,
ICD10:C844,,,,,316.0,398.2,5,1.0,,
ICD10:C85,,,,,316.0,572.2222222222222,9,1.0,,
ICD10:C88,,,,,1396.0,1396.0,2,1.0,,
ICD10:C880,,,,,1396.0,1396.0,2,1.0,,
ICD10:C9,,,,,402.0,701.4411764705883,33,1.0,,
ICD10:C90,,,,,214.0,655.1111111111111,9,1.0,,
ICD10:C900,,,,,214.0,655.1111111111111,9,1.0,,
ICD10:C92,,,,,402.0,610.45,20,1.0,,
ICD10:C920,,,,,338.0,628.5882352941177,17,1.0,,
ICD10:C94,,,,,1137.5,1137.5,2,1.0,,
ICD10:C941,,,,,1137.5,1137.5,2,1.0,,
ICD10:C95,,,,,402.0,610.45,20,1.0,,
ICD10:C96,,,,,523.0,1156.3333333333333,3,1.0,,
ICD10:C960,,,,,523.0,1156.3333333333333,3,1.0,,
ICD10:D,,,,,229.0,634.6579520697168,650,0.9969325153374233,,
ICD10:D0,,,,,169.5,1036.0,6,1.0,,
ICD10:D09,,,,,169.5,1036.0,6,1.0,,
ICD10:D1,,,,,471.5,471.5,2,1.0,,
ICD10:D16,,,,,27.0,27.0,1,1.0,,
ICD10:D18,,,,,916.0,916.0,1,1.0,,
ICD10:D180,,,,,916.0,916.0,1,1.0,,
ICD10:D3,,,,,328.0,735.2105263157895,17,1.0,,
ICD10:D35,,,,,294.0,397.5,8,1.0,,
ICD10:D36,,,,,328.0,735.2105263157895,17,1.0,,
ICD10:D4,,,,,263.0,764.1569506726457,485,0.9979423868312757,,
ICD10:D45,,,,,1137.5,1137.5,2,1.0,,
ICD10:D47,,,,,471.0,633.7272727272727,9,1.0,,
ICD10:D470,,,,,471.0,733.7777777777778,7,1.0,,
ICD10:D471,,,,,471.0,733.7777777777778,7,1.0,,
ICD10:D473,,,,,471.0,675.8,5,1.0,,
ICD10:D48,,,,,263.0,765.8980509745128,485,0.9979423868312757,,
ICD10:D5,,,,,146.0,241.09677419354838,27,1.0,,
ICD10:D51,,,,,146.0,146.0,1,1.0,,
ICD10:D512,,,,,146.0,146.0,1,1.0,,
ICD10:D53,,,,,64.0,64.0,2,1.0,,
ICD10:D531,,,,,64.0,64.0,2,1.0,,
ICD10:D56,,,,,519.5,562.5,4,1.0,,
ICD10:D560,,,,,364.0,459.6666666666667,3,1.0,,
ICD10:D561,,,,,871.0,871.0,1,1.0,,
ICD10:D569,,,,,519.5,562.5,4,1.0,,
ICD10:D58,,,,,134.0,151.69230769230768,9,1.0,,
ICD10:D580,,,,,134.0,158.2,5,1.0,,
ICD10:D581,,,,,149.0,147.625,8,1.0,,
ICD10:D59,,,,,143.0,270.72727272727275,11,1.0,,
ICD10:D593,,,,,143.0,270.72727272727275,11,1.0,,
ICD10:D6,,,,,209.0,298.62745098039215,101,0.9901960784313726,,
ICD10:D61,,,,,213.0,334.9294117647059,48,1.0,,
ICD10:D610,,,,,213.0,334.9294117647059,48,1.0,,
ICD10:D64,,,,,206.0,286.527397260274,94,0.9894736842105263,,
ICD10:D643,,,,,76.0,80.66666666666667,3,1.0,,
ICD10:D644,,,,,149.0,191.53846153846155,8,0.8888888888888888,,
ICD10:D649,,,,,206.0,286.527397260274,94,0.9894736842105263,,
ICD10:D68,,,,,361.0,551.0,7,1.0,,
ICD10:D680,,,,,1033.0,1033.0,1,1.0,,
ICD10:D681,,,,,238.0,238.0,1,1.0,,
ICD10:D682,,,,,361.0,517.2,5,1.0,,
ICD10:D7,,,,,238.5,268.20588235294116,24,1.0,,
ICD10:D70,,,,,128.0,173.1,9,1.0,,
ICD10:D71,,,,,199.0,216.72727272727272,6,1.0,,
ICD10:D75,,,,,367.0,461.8,6,1.0,,
ICD10:D750,,,,,367.0,461.8,6,1.0,,
ICD10:D76,,,,,93.0,128.66666666666666,3,1.0,,
ICD10:D761,,,,,93.0,128.66666666666666,3,1.0,,
ICD10:D8,,,,,160.0,368.23214285714283,47,1.0,,
ICD10:D80,,,,,304.0,246.66666666666666,3,1.0,,
ICD10:D800,,,,,304.0,246.66666666666666,3,1.0,,
ICD10:D81,,,,,157.0,205.73529411764707,25,1.0,,
ICD10:D813,,,,,268.0,268.0,1,1.0,,
ICD10:D815,,,,,129.0,129.0,1,1.0,,
ICD10:D816,,,,,236.0,218.66666666666666,3,1.0,,
ICD10:D817,,,,,55.0,92.75,4,1.0,,
ICD10:D819,,,,,157.0,208.06060606060606,24,1.0,,
ICD10:D82,,,,,187.5,1041.1666666666667,6,1.0,,
ICD10:D820,,,,,272.0,272.0,1,1.0,,
ICD10:D821,,,,,103.0,753.6666666666666,3,1.0,,
ICD10:D824,,,,,1857.0,1857.0,2,1.0,,
ICD10:D83,,,,,189.0,510.6923076923077,13,1.0,,
ICD10:E,,,,,115.0,357.7012345679012,849,0.9691780821917808,,
ICD10:E0,,,,,182.5,170.28125,20,1.0,,
ICD10:E03,,,,,182.5,170.28125,20,1.0,,
ICD10:E031,,,,,182.5,170.28125,20,1.0,,
ICD10:E039,,,,,182.5,170.28125,20,1.0,,
ICD10:E1,,,,,261.0,506.8510638297872,103,0.9903846153846154,,
ICD10:E10,,,,,934.5,1287.357142857143,14,1.0,,
ICD10:E11,,,,,284.0,1476.25,4,1.0,,
ICD10:E14,,,,,222.0,516.4090909090909,99,0.99,,
ICD10:E16,,,,,353.0,366.6666666666667,9,1.0,,
ICD10:E162,,,,,353.0,366.6666666666667,9,1.0,,
ICD10:E2,,,,,167.5,287.75,68,1.0,,
ICD10:E21,,,,,262.0,262.0,1,1.0,,
ICD10:E215,,,,,262.0,262.0,1,1.0,,
ICD10:E23,,,,,152.5,203.18421052631578,35,1.0,,
ICD10:E230,,,,,109.0,190.53333333333333,30,1.0,,
ICD10:E232,,,,,199.0,237.28571428571428,4,1.0,,
ICD10:E237,,,,,115.0,195.48387096774192,31,1.0,,
ICD10:E26,,,,,205.0,358.7142857142857,7,1.0,,
ICD10:E27,,,,,108.0,249.86666666666667,14,1.0,,
ICD10:E279,,,,,108.0,249.86666666666667,14,1.0,,
ICD10:E28,,,,,292.5,499.27777777777777,18,1.0,,
ICD10:E3,,,,,179.5,469.95348837209303,198,0.9949748743718593,,
ICD10:E31,,,,,263.0,334.85714285714283,7,1.0,,
ICD10:E310,,,,,225.0,225.0,1,1.0,,
ICD10:E35,,,,,172.0,472.734126984127,192,0.9948186528497409,,
ICD10:E5,,,,,146.0,146.0,1,1.0,,
ICD10:E53,,,,,146.0,146.0,1,1.0,,
ICD10:E538,,,,,146.0,146.0,1,1.0,,
ICD10:E6,,,,,79.0,257.55384615384617,65,0.9848484848484849,,
ICD10:E66,,,,,79.0,257.55384615384617,65,0.9848484848484849,,
ICD10:E7,,,,,104.5,193.8153846153846,209,0.9858490566037735,,
ICD10:E70,,,,,84.5,140.6875,15,1.0,,
ICD10:E700,,,,,226.0,207.4,4,1.0,,
ICD10:E702,,,,,51.0,51.0,1,1.0,,
ICD10:E703,,,,,82.0,124.66666666666667,9,1.0,,
ICD10:E708,,,,,41.0,41.0,1,1.0,,
ICD10:E71,,,,,108.0,93.82352941176471,14,1.0,,
ICD10:E710,,,,,108.0,102.625,5,1.0,,
ICD10:E711,,,,,70.0,75.125,8,1.0,,
ICD10:E713,,,,,173.0,173.0,1,1.0,,
ICD10:E72,,,,,78.0,167.7816091954023,79,0.9875,,
ICD10:E720,,,,,73.5,68.66666666666667,4,1.0,,
ICD10:E721,,,,,458.0,1046.2,5,1.0,,
ICD10:E722,,,,,167.0,161.0,7,1.0,,
ICD10:E729,,,,,78.0,168.7325581395349,78,0.9873417721518988,,
ICD10:E73,,,,,223.5,223.5,2,1.0,,
ICD10:E74,,,,,103.0,130.10526315789474,31,0.96875,,
ICD10:E740,,,,,102.0,130.0,21,0.9545454545454546,,
ICD10:E741,,,,,80.0,80.0,1,1.0,,
ICD10:E742,,,,,117.0,105.33333333333333,3,1.0,,
ICD10:E744,,,,,167.0,151.33333333333334,6,1.0,,
ICD10:E75,,,,,122.5,152.453125,41,0.9761904761904762,,
ICD10:E750,,,,,138.0,121.66666666666667,3,1.0,,
ICD10:E751,,,,,160.0,140.77777777777777,5,1.0,,
ICD10:E753,,,,,149.0,149.65217391304347,13,0.9285714285714286,,
ICD10:E754,,,,,92.0,156.8695652173913,14,1.0,,
ICD10:E756,,,,,122.5,152.453125,41,0.9761904761904762,,
ICD10:E76,,,,,84.5,76.95454545454545,14,1.0,,
ICD10:E77,,,,,87.5,97.5,6,1.0,,
ICD10:E771,,,,,87.5,97.5,6,1.0,,
ICD10:E78,,,,,192.0,514.060606060606,28,1.0,,
ICD10:E783,,,,,784.0,784.0,1,1.0,,
ICD10:E786,,,,,849.0,849.0,1,1.0,,
ICD10:E789,,,,,192.0,514.060606060606,28,1.0,,
ICD10:E79,,,,,165.0,169.8,5,1.0,,
ICD10:E8,,,,,113.0,343.8964435146444,668,0.962536023054755,,
ICD10:E80,,,,,149.0,320.7692307692308,12,1.0,,
ICD10:E802,,,,,86.0,203.0,9,1.0,,
ICD10:E803,,,,,482.0,482.0,1,1.0,,
ICD10:E804,,,,,750.0,750.0,1,1.0,,
ICD10:E805,,,,,750.0,750.0,1,1.0,,
ICD10:E806,,,,,361.0,361.0,1,1.0,,
ICD10:E807,,,,,750.0,620.3333333333334,2,1.0,,
ICD10:E83,,,,,164.0,258.15,18,1.0,,
ICD10:E84,,,,,304.0,770.3333333333334,3,1.0,,
ICD10:E85,,,,,282.0,972.45625,70,0.9722222222222222,,
ICD10:E88,,,,,113.0,342.55403987408187,667,0.9624819624819625,,
ICD10:E9,,,,,113.0,342.55403987408187,667,0.9624819624819625,,
ICD10:E90,,,,,113.0,342.55403987408187,667,0.9624819624819625,,
ICD10:F,,,,,170.0,819.780487804878,104,0.9541284403669725,,
ICD10:F0,,,,,608.0,1503.7674418604652,29,0.90625,,
ICD10:F00,,,,,423.5,1367.1764705882354,26,0.9285714285714286,,
ICD10:F02,,,,,2250.0,2598.6,4,0.8,,
ICD10:F03,,,,,2219.0,2019.7777777777778,7,0.875,,
ICD10:F2,,,,,93.5,425.6818181818182,22,0.9565217391304348,,
ICD10:F20,,,,,123.0,562.3125,16,0.9411764705882353,,
ICD10:F25,,,,,54.5,61.333333333333336,6,1.0,,
ICD10:F3,,,,,169.5,254.83333333333334,6,0.8571428571428571,,
ICD10:F32,,,,,169.5,254.83333333333334,6,0.8571428571428571,,
ICD10:F33,,,,,169.5,254.83333333333334,6,0.8571428571428571,,
ICD10:F39,,,,,169.5,254.83333333333334,6,0.8571428571428571,,
ICD10:F4,,,,,1567.5,1567.5,2,1.0,,
ICD10:F41,,,,,1567.5,1567.5,2,1.0,,
ICD10:F419,,,,,1567.5,1567.5,2,1.0,,
ICD10:F42,,,,,1567.5,1567.5,2,1.0,,
ICD10:F5,,,,,691.5,1550.625,8,1.0,,
ICD10:F51,,,,,691.5,1550.625,8,1.0,,
ICD10:F8,,,,,137.0,236.390243902439,40,1.0,,
ICD10:F84,,,,,137.0,236.390243902439,40,1.0,,
ICD10:F9,,,,,45.0,45.0,1,1.0,,
ICD10:F95,,,,,45.0,45.0,1,1.0,,
ICD10:G,,,,,99.0,231.911434236616,1085,0.9722222222222222,,
ICD10:G1,,,,,110.0,197.40972222222223,286,0.9565217391304348,,
ICD10:G10,,,,,793.0,793.0,1,1.0,,
ICD10:G11,,,,,67.5,123.3953488372093,73,0.9864864864864865,,
ICD10:G113,,,,,1572.0,1572.0,1,1.0,,
ICD10:G114,,,,,67.0,106.3529411764706,72,0.9863013698630136,,
ICD10:G12,,,,,240.0,352.0,58,0.9830508474576272,,
ICD10:G122,,,,,240.0,352.0,58,0.9830508474576272,,
ICD10:G129,,,,,141.0,391.1333333333333,15,1.0,,
ICD10:G13,,,,,101.5,164.38686131386862,184,0.9435897435897436,,
ICD10:G130,,,,,101.5,164.38686131386862,184,0.9435897435897436,,
ICD10:G2,,,,,127.5,310.0344827586207,94,0.9690721649484536,,
ICD10:G20,,,,,222.0,423.2950819672131,51,0.9807692307692307,,
ICD10:G23,,,,,1160.0,1160.0,2,1.0,,
ICD10:G230,,,,,101.0,101.0,1,1.0,,
ICD10:G231,,,,,2219.0,2219.0,1,1.0,,
ICD10:G24,,,,,105.0,166.41666666666666,49,0.9607843137254902,,
ICD10:G241,,,,,105.0,105.0,1,1.0,,
ICD10:G249,,,,,105.0,166.41666666666666,49,0.9607843137254902,,
ICD10:G25,,,,,98.0,89.16666666666667,6,1.0,,
ICD10:G258,,,,,98.0,89.16666666666667,6,1.0,,
ICD10:G3,,,,,119.0,619.352,98,0.8672566371681416,,
ICD10:G30,,,,,423.5,1367.1764705882354,26,0.9285714285714286,,
ICD10:G31,,,,,82.0,304.91764705882355,70,0.8235294117647058,,
ICD10:G310,,,,,1413.5,1296.25,3,1.0,,
ICD10:G318,,,,,69.0,255.96296296296296,67,0.8170731707317073,,
ICD10:G35,,,,,574.0,968.8,5,1.0,,
ICD10:G37,,,,,461.5,836.1666666666666,6,1.0,,
ICD10:G370,,,,,173.0,173.0,1,1.0,,
ICD10:G379,,,,,574.0,968.8,5,1.0,,
ICD10:G4,,,,,89.0,159.4820143884892,340,0.9855072463768116,,
ICD10:G40,,,,,88.0,128.82776349614397,317,0.9875389408099688,,
ICD10:G43,,,,,98.0,199.25,20,0.9523809523809523,,
ICD10:G47,,,,,691.5,1550.625,8,1.0,,
ICD10:G5,,,,,154.5,316.4,20,0.6666666666666666,,
ICD10:G52,,,,,63.0,107.0909090909091,11,0.5238095238095238,,
ICD10:G529,,,,,63.0,107.0909090909091,11,0.5238095238095238,,
ICD10:G54,,,,,283.0,283.0,1,1.0,,
ICD10:G540,,,,,283.0,283.0,1,1.0,,
ICD10:G545,,,,,283.0,283.0,1,1.0,,
ICD10:G56,,,,,355.5,608.375,8,1.0,,
ICD10:G560,,,,,355.5,608.375,8,1.0,,
ICD10:G6,,,,,113.0,1504.0,5,1.0,,
ICD10:G60,,,,,84.0,270.25,4,1.0,,
ICD10:G601,,,,,52.5,52.5,2,1.0,,
ICD10:G61,,,,,6439.0,6439.0,1,1.0,,
ICD10:G610,,,,,6439.0,6439.0,1,1.0,,
ICD10:G7,,,,,77.5,139.32258064516128,68,0.9855072463768116,,
ICD10:G71,,,,,77.5,139.32258064516128,68,0.9855072463768116,,
ICD10:G710,,,,,77.5,139.32258064516128,68,0.9855072463768116,,
ICD10:G711,,,,,165.0,165.0,2,1.0,,
ICD10:G712,,,,,59.0,112.08510638297872,31,1.0,,
ICD10:G8,,,,,68.0,107.59770114942529,74,0.9866666666666667,,
ICD10:G81,,,,,160.5,160.5,2,1.0,,
ICD10:G82,,,,,67.0,106.3529411764706,72,0.9863013698630136,,
ICD10:G822,,,,,67.0,106.3529411764706,72,0.9863013698630136,,
ICD10:G9,,,,,103.0,233.11769911504425,885,0.9811529933481153,,
ICD10:G90,,,,,180.5,180.5,2,1.0,,
ICD10:G93,,,,,94.0,175.09021406727828,533,0.9815837937384899,,
ICD10:G939,,,,,94.0,175.09021406727828,533,0.9815837937384899,,
ICD10:G96,,,,,103.0,233.21099290780143,884,0.9811320754716981,,
ICD10:G969,,,,,103.0,233.21099290780143,884,0.9811320754716981,,
ICD10:H,,,,,69.5,165.80769230769232,498,0.9669902912621359,,
ICD10:H1,,,,,206.0,569.5135135135135,30,0.967741935483871,,
ICD10:H18,,,,,206.0,569.5135135135135,30,0.967741935483871,,
ICD10:H185,,,,,311.0,787.2631578947369,15,1.0,,
ICD10:H186,,,,,167.5,339.6666666666667,18,0.9473684210526315,,
ICD10:H2,,,,,78.0,156.37373737373738,99,0.9705882352941176,,
ICD10:H21,,,,,420.0,420.0,1,1.0,,
ICD10:H219,,,,,420.0,420.0,1,1.0,,
ICD10:H26,,,,,78.0,150.85416666666666,96,0.9696969696969697,,
ICD10:H269,,,,,78.0,150.85416666666666,96,0.9696969696969697,,
ICD10:H27,,,,,78.0,153.68367346938774,98,0.9702970297029703,,
ICD10:H279,,,,,78.0,153.68367346938774,98,0.9702970297029703,,
ICD10:H3,,,,,68.0,155.03939393939393,205,0.9761904761904762,,
ICD10:H31,,,,,137.5,137.5,2,1.0,,
ICD10:H312,,,,,115.0,115.0,1,1.0,,
ICD10:H319,,,,,137.5,137.5,2,1.0,,
ICD10:H35,,,,,67.0,155.14634146341464,203,0.9759615384615384,,
ICD10:H353,,,,,196.0,402.52941176470586,35,1.0,,
ICD10:H355,,,,,196.0,196.0,1,1.0,,
ICD10:H359,,,,,66.0,155.02140672782875,203,0.9759615384615384,,
ICD10:H4,,,,,111.5,166.925,32,0.9411764705882353,,
ICD10:H40,,,,,176.0,211.4,15,1.0,,
ICD10:H42,,,,,176.0,211.4,15,1.0,,
ICD10:H47,,,,,48.0,48.0,1,1.0,,
ICD10:H472,,,,,48.0,48.0,1,1.0,,
ICD10:H49,,,,,104.0,144.08333333333334,16,0.8888888888888888,,
ICD10:H494,,,,,104.0,144.08333333333334,16,0.8888888888888888,,
ICD10:H5,,,,,52.0,71.48780487804878,36,1.0,,
ICD10:H52,,,,,63.0,75.45454545454545,11,1.0,,
ICD10:H520,,,,,53.5,62.0,4,1.0,,
ICD10:H521,,,,,68.0,83.14285714285714,7,1.0,,
ICD10:H527,,,,,63.0,75.45454545454545,11,1.0,,
ICD10:H53,,,,,44.0,70.27586206896552,24,1.0,,
ICD10:H535,,,,,44.0,68.77777777777777,9,1.0,,
ICD10:H536,,,,,41.5,70.95,15,1.0,,
ICD10:H54,,,,,44.0,68.77777777777777,9,1.0,,
ICD10:H55,,,,,63.0,63.0,1,1.0,,
ICD10:H7,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
ICD10:H70,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
ICD10:H9,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
ICD10:H93,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
ICD10:H939,,,,,61.5,124.12727272727273,138,0.9583333333333334,,
ICD10:I,,,,,160.5,327.68279569892474,203,0.9806763285024155,,
ICD10:I0,,,,,311.0,311.0,1,1.0,,
ICD10:I06,,,,,311.0,311.0,1,1.0,,
ICD10:I060,,,,,311.0,311.0,1,1.0,,
ICD10:I2,,,,,139.5,289.5,10,1.0,,
ICD10:I27,,,,,139.5,289.5,10,1.0,,
ICD10:I270,,,,,139.5,289.5,10,1.0,,
ICD10:I279,,,,,139.5,289.5,10,1.0,,
ICD10:I3,,,,,311.0,311.0,1,1.0,,
ICD10:I35,,,,,311.0,311.0,1,1.0,,
ICD10:I350,,,,,311.0,311.0,1,1.0,,
ICD10:I359,,,,,311.0,311.0,1,1.0,,
ICD10:I4,,,,,149.0,245.5611510791367,143,0.9727891156462585,,
ICD10:I42,,,,,158.0,256.25,123,0.968503937007874,,
ICD10:I43,,,,,158.0,256.25,123,0.968503937007874,,
ICD10:I45,,,,,149.0,240.66336633663366,45,1.0,,
ICD10:I456,,,,,149.0,149.0,1,1.0,,
ICD10:I458,,,,,229.0,313.4516129032258,16,1.0,,
ICD10:I459,,,,,102.0,219.26315789473685,39,1.0,,
ICD10:I49,,,,,100.0,306.0,3,1.0,,
ICD10:I495,,,,,100.0,306.0,3,1.0,,
ICD10:I5,,,,,149.0,249.39261744966444,159,0.9754601226993865,,
ICD10:I50,,,,,139.5,289.5,10,1.0,,
ICD10:I500,,,,,139.5,289.5,10,1.0,,
ICD10:I51,,,,,149.0,249.39261744966444,159,0.9754601226993865,,
ICD10:I519,,,,,149.0,249.39261744966444,159,0.9754601226993865,,
ICD10:I6,,,,,211.0,874.4615384615385,17,1.0,,
ICD10:I67,,,,,140.5,148.75,4,1.0,,
ICD10:I675,,,,,227.0,227.0,1,1.0,,
ICD10:I679,,,,,140.5,148.75,4,1.0,,
ICD10:I68,,,,,238.0,957.4,13,1.0,,
ICD10:I680,,,,,238.0,957.4,13,1.0,,
ICD10:I7,,,,,307.0,397.90909090909093,25,1.0,,
ICD10:I70,,,,,610.0,539.0,8,1.0,,
ICD10:I71,,,,,282.5,359.0,16,1.0,,
ICD10:I711,,,,,282.5,359.0,16,1.0,,
ICD10:I712,,,,,419.5,453.0,8,1.0,,
ICD10:I713,,,,,282.5,359.0,16,1.0,,
ICD10:I718,,,,,282.5,359.0,16,1.0,,
ICD10:I73,,,,,203.0,203.0,1,1.0,,
ICD10:I738,,,,,203.0,203.0,1,1.0,,
ICD10:I8,,,,,172.0,172.0,2,1.0,,
ICD10:I87,,,,,303.0,303.0,1,1.0,,
ICD10:I879,,,,,303.0,303.0,1,1.0,,
ICD10:I88,,,,,41.0,41.0,1,1.0,,
ICD10:J,,,,,262.0,920.9583333333334,72,1.0,,
ICD10:J4,,,,,98.5,161.57142857142858,14,1.0,,
ICD10:J45,,,,,98.5,157.91666666666666,12,1.0,,
ICD10:J47,,,,,183.5,183.5,2,1.0,,
ICD10:J8,,,,,428.0,1120.6666666666667,57,1.0,,
ICD10:J85,,,,,428.0,1120.6666666666667,57,1.0,,
ICD10:J9,,,,,413.5,1104.2586206896551,58,1.0,,
ICD10:J93,,,,,169.0,169.0,1,1.0,,
ICD10:J98,,,,,428.0,1120.6666666666667,57,1.0,,
ICD10:J984,,,,,428.0,1120.6666666666667,57,1.0,,
ICD10:K,,,,,148.0,506.44198895027625,147,1.0,,
ICD10:K0,,,,,49.0,65.5,32,1.0,,
ICD10:K00,,,,,49.0,65.5,32,1.0,,
ICD10:K004,,,,,49.0,65.06122448979592,31,1.0,,
ICD10:K005,,,,,49.0,65.5,32,1.0,,
ICD10:K03,,,,,49.0,65.06122448979592,31,1.0,,
ICD10:K039,,,,,49.0,65.06122448979592,31,1.0,,
ICD10:K1,,,,,72.0,72.0,1,1.0,,
ICD10:K10,,,,,72.0,72.0,1,1.0,,
ICD10:K108,,,,,72.0,72.0,1,1.0,,
ICD10:K3,,,,,1267.0,1267.0,2,1.0,,
ICD10:K31,,,,,1267.0,1267.0,2,1.0,,
ICD10:K319,,,,,1267.0,1267.0,2,1.0,,
ICD10:K4,,,,,200.5,200.5,2,1.0,,
ICD10:K44,,,,,200.5,200.5,2,1.0,,
ICD10:K5,,,,,255.5,559.0192307692307,45,1.0,,
ICD10:K50,,,,,306.0,924.2272727272727,21,1.0,,
ICD10:K51,,,,,306.0,924.2272727272727,21,1.0,,
ICD10:K52,,,,,306.0,924.2272727272727,21,1.0,,
ICD10:K59,,,,,255.5,559.0192307692307,45,1.0,,
ICD10:K599,,,,,255.5,559.0192307692307,45,1.0,,
ICD10:K7,,,,,232.0,256.8888888888889,9,1.0,,
ICD10:K70,,,,,181.5,250.66666666666666,6,1.0,,
ICD10:K700,,,,,181.5,250.66666666666666,6,1.0,,
ICD10:K76,,,,,232.0,256.8888888888889,9,1.0,,
ICD10:K769,,,,,232.0,256.8888888888889,9,1.0,,
ICD10:K8,,,,,174.0,819.1904761904761,54,1.0,,
ICD10:K83,,,,,174.0,819.1904761904761,54,1.0,,
ICD10:K831,,,,,93.0,131.10344827586206,20,1.0,,
ICD10:K839,,,,,174.0,819.1904761904761,54,1.0,,
ICD10:K9,,,,,1197.0,1197.0,2,1.0,,
ICD10:K90,,,,,1197.0,1197.0,2,1.0,,
ICD10:K900,,,,,1197.0,1197.0,2,1.0,,
ICD10:L,,,,,208.0,489.1751592356688,230,0.9956709956709957,,
ICD10:L0,,,,,41.0,41.0,1,1.0,,
ICD10:L04,,,,,41.0,41.0,1,1.0,,
ICD10:L1,,,,,155.0,155.0,1,1.0,,
ICD10:L10,,,,,155.0,155.0,1,1.0,,
ICD10:L2,,,,,201.0,503.56716417910445,200,0.9950248756218906,,
ICD10:L20,,,,,298.0,298.0,2,1.0,,
ICD10:L200,,,,,298.0,298.0,2,1.0,,
ICD10:L23,,,,,298.0,298.0,2,1.0,,
ICD10:L25,,,,,298.0,298.0,2,1.0,,
ICD10:L27,,,,,201.0,503.56716417910445,200,0.9950248756218906,,
ICD10:L279,,,,,201.0,503.56716417910445,200,0.9950248756218906,,
ICD10:L3,,,,,208.0,238.67741935483872,19,1.0,,
ICD10:L30,,,,,208.0,238.67741935483872,19,1.0,,
ICD10:L309,,,,,208.0,238.67741935483872,19,1.0,,
ICD10:L4,,,,,667.5,1013.875,8,1.0,,
ICD10:L40,,,,,667.5,1013.875,8,1.0,,
ICD10:L405,,,,,667.5,1013.875,8,1.0,,
ICD10:L5,,,,,54.0,54.0,1,1.0,,
ICD10:L50,,,,,54.0,54.0,1,1.0,,
ICD10:L6,,,,,388.5,875.62,50,1.0,,
ICD10:L60,,,,,46.0,46.0,2,1.0,,
ICD10:L63,,,,,459.0,905.5777777777778,45,1.0,,
ICD10:L64,,,,,2708.0,2708.0,1,1.0,,
ICD10:L65,,,,,115.0,115.0,2,1.0,,
ICD10:L7,,,,,878.0,1244.0,7,1.0,,
ICD10:L71,,,,,1913.0,1883.0,4,1.0,,
ICD10:L73,,,,,201.0,392.0,3,1.0,,
ICD10:L732,,,,,201.0,392.0,3,1.0,,
